4.75,12,False
4.666666666666667,5,False
4.333333333333333,6,False
4.75,9,False
4.666666666666667,6,False
4.333333333333333,6,False
4.75,12,False
4.75,1,True
4.666666666666667,6,False
4.333333333333333,6,False
4.2,16,False
4.25,11,False
3.6,15,False
4.75,1,True
4.666666666666667,26,False
4.333333333333333,26,False
4.2,131,False
4.25,62,False
3.6,122,False
3.8,126,False
3.6666666666666665,26,False
3.75,1,True
3.3333333333333335,26,False
3.1666666666666665,250,False
3.25,1,True
3.2,113,False
4.75,63,False
4.666666666666667,28,False
4.333333333333333,21,False
4.75,61,False
4.666666666666667,26,False
