4.75,12,False
4.666666666666667,5,False
4.333333333333333,5,True
4.2,1,True
4.25,7,True
3.6,2,True
3.8,17,False
3.6666666666666665,1,True
3.75,2,True
3.3333333333333335,3,True
3.1666666666666665,2,True
3.25,1,True
3.2,2,True
3.3333333333333335,27,False
3.4,16,False
2.6666666666666665,27,False
2.8333333333333335,2,True
2.8,2,True
2.6,1,True
2.7142857142857144,4,True
2.6666666666666665,1,True
2.75,11,True
2.5714285714285716,42,False
2.3333333333333335,1,True
2.3333333333333335,26,False
2.2,4,True
2.25,8,True
2.2857142857142856,4,True
2.4,3,True
2.1666666666666665,5,True
2.25,60,False
2.142857142857143,43,False
2.4285714285714284,12,True
2.125,34,True
1.75,1,True
1.875,6,True
1.6666666666666667,1,True
1.6,4,True
1.5714285714285714,1,True
1.5555555555555556,26,True
1.8571428571428572,3,True
1.8888888888888888,1,True
1.7777777777777777,3,True
1.625,62,False
1.75,9,True
1.7142857142857142,6,True
1.6,2,True
1.8,1,True
1.6666666666666667,1,True
1.8333333333333333,8,True
1.6666666666666667,51,True
1.3636363636363635,2,True
1.125,4,True
1.3,3,True
1.2857142857142858,6,True
1.2,21,True
1.4444444444444444,4,True
1.3333333333333333,28,False
1.25,34,True
1.2727272727272727,35,True
1.1666666666666667,41,True
1.2222222222222223,15,True
1.4285714285714286,1,True
1.1,1,True
1.4,8,True
1.1666666666666667,4,True
1.1818181818181819,3,True
1.25,2,True
1.4,2,True
1.1111111111111112,1,True
1.3333333333333333,1,True
0.9230769230769231,3,True
0.8181818181818182,1,True
0.8,2,True
0.75,1,True
0.625,6,True
0.8571428571428571,2,True
0.75,1,True
0.8571428571428571,2,True
0.6,1,True
0.9090909090909091,3,True
0.875,2,True
0.8461538461538461,4,True
0.5454545454545454,1,True
0.7272727272727273,2,True
0.5625,4,True
0.8333333333333334,1,True
0.5384615384615384,1,True
0.7,1,True
0.5833333333333334,4,True
0.9,1,True
0.3333333333333333,1,True
0.36363636363636365,1,True
0.3333333333333333,2,True
0.38461538461538464,4,True
0.35294117647058826,2,True
0.4375,1,True
0.4444444444444444,1,True
0.3333333333333333,1,True
0.35714285714285715,1,True
0.3333333333333333,4,True
0.4,3,True
0.47058823529411764,26,True
0.4117647058823529,1,True
0.45454545454545453,1,True
0.3684210526315789,7,True
0.46153846153846156,1,True
0.4166666666666667,1,True
0.4666666666666667,3,True
0.42857142857142855,3,True
0.375,16,True
